"n_groups","n_individuals","n_calls_per_level","group_information","individual_information","iteration","group_information_proportion","individual_information_proportion","accuracy_SPCC_group","accuracy_edit_group","accuracy_mean_SPCC_individual","accuracy_mean_edit_individual","notes"
6,6,6,4,2,1,0.666666666666667,0.333333333333333,0.555555555555556,0.611111111111111,0.49537037037037,0.555555555555556,"; ; 0.41580933 % of all edit distance cells or 97 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
6,6,6,4,2,2,0.666666666666667,0.333333333333333,0.722222222222222,0.75,0.486111111111111,0.509259259259259,"; ; 0.33864883 % of all edit distance cells or 79 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
6,6,6,4,2,3,0.666666666666667,0.333333333333333,0.583333333333333,0.555555555555556,0.587962962962963,0.49537037037037,"; ; 0.39437586 % of all edit distance cells or 92 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
6,6,6,4,2,4,0.666666666666667,0.333333333333333,0.611111111111111,0.722222222222222,0.435185185185185,0.509259259259259,"; ; 0.50154321 % of all edit distance cells or 117 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
6,6,6,4,2,5,0.666666666666667,0.333333333333333,0.527777777777778,0.666666666666667,0.449074074074074,0.453703703703704,"; ; 0.38580247 % of all edit distance cells or 90 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
6,6,6,4,2,6,0.666666666666667,0.333333333333333,0.611111111111111,0.75,0.481481481481482,0.587962962962963,"; ; 0.4372428 % of all edit distance cells or 102 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
6,6,6,4,2,7,0.666666666666667,0.333333333333333,0.611111111111111,0.75,0.481481481481482,0.587962962962963,"; ; 0.4372428 % of all edit distance cells or 102 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
6,6,6,4,2,8,0.666666666666667,0.333333333333333,0.611111111111111,0.75,0.481481481481482,0.587962962962963,"; ; 0.4372428 % of all edit distance cells or 102 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
6,6,6,4,2,9,0.666666666666667,0.333333333333333,0.611111111111111,0.75,0.481481481481482,0.587962962962963,"; ; 0.4372428 % of all edit distance cells or 102 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
6,6,6,4,2,10,0.666666666666667,0.333333333333333,0.611111111111111,0.75,0.481481481481482,0.587962962962963,"; ; 0.4372428 % of all edit distance cells or 102 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
6,6,6,4,2,11,0.666666666666667,0.333333333333333,0.611111111111111,0.75,0.481481481481482,0.587962962962963,"; ; 0.4372428 % of all edit distance cells or 102 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
6,6,6,4,2,12,0.666666666666667,0.333333333333333,0.611111111111111,0.75,0.481481481481482,0.587962962962963,"; ; 0.4372428 % of all edit distance cells or 102 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
6,6,6,4,2,13,0.666666666666667,0.333333333333333,0.611111111111111,0.75,0.481481481481482,0.587962962962963,"; ; 0.4372428 % of all edit distance cells or 102 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
6,6,6,4,2,14,0.666666666666667,0.333333333333333,0.611111111111111,0.75,0.481481481481482,0.587962962962963,"; ; 0.4372428 % of all edit distance cells or 102 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
6,6,6,4,2,15,0.666666666666667,0.333333333333333,0.611111111111111,0.75,0.481481481481482,0.587962962962963,"; ; 0.4372428 % of all edit distance cells or 102 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
6,6,6,4,2,16,0.666666666666667,0.333333333333333,0.611111111111111,0.75,0.481481481481482,0.587962962962963,"; ; 0.4372428 % of all edit distance cells or 102 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
6,6,6,4,2,17,0.666666666666667,0.333333333333333,0.611111111111111,0.75,0.481481481481482,0.587962962962963,"; ; 0.4372428 % of all edit distance cells or 102 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
6,6,6,4,2,18,0.666666666666667,0.333333333333333,0.611111111111111,0.75,0.481481481481482,0.587962962962963,"; ; 0.4372428 % of all edit distance cells or 102 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
6,6,6,4,2,19,0.666666666666667,0.333333333333333,0.611111111111111,0.75,0.481481481481482,0.587962962962963,"; ; 0.4372428 % of all edit distance cells or 102 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
6,6,6,4,2,20,0.666666666666667,0.333333333333333,0.611111111111111,0.75,0.481481481481482,0.587962962962963,"; ; 0.4372428 % of all edit distance cells or 102 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
6,6,6,4,2,21,0.666666666666667,0.333333333333333,0.611111111111111,0.75,0.481481481481482,0.587962962962963,"; ; 0.4372428 % of all edit distance cells or 102 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
6,6,6,4,2,22,0.666666666666667,0.333333333333333,0.611111111111111,0.75,0.481481481481482,0.587962962962963,"; ; 0.4372428 % of all edit distance cells or 102 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
6,6,6,4,2,23,0.666666666666667,0.333333333333333,0.611111111111111,0.75,0.481481481481482,0.587962962962963,"; ; 0.4372428 % of all edit distance cells or 102 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
6,6,6,4,2,24,0.666666666666667,0.333333333333333,0.611111111111111,0.75,0.481481481481482,0.587962962962963,"; ; 0.4372428 % of all edit distance cells or 102 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
6,6,6,4,2,25,0.666666666666667,0.333333333333333,0.611111111111111,0.75,0.481481481481482,0.587962962962963,"; ; 0.4372428 % of all edit distance cells or 102 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
