"n_groups","n_individuals","n_calls_per_level","group_information","individual_information","iteration","group_information_proportion","individual_information_proportion","accuracy_SPCC_group","accuracy_edit_group","accuracy_mean_SPCC_individual","accuracy_mean_edit_individual","notes"
6,6,6,2,4,1,0.333333333333333,0.666666666666667,0.472222222222222,0.333333333333333,0.634259259259259,0.680555555555556,"; ; 0.27863512 % of all edit distance cells or 65 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
6,6,6,2,4,2,0.333333333333333,0.666666666666667,0.472222222222222,0.333333333333333,0.634259259259259,0.680555555555556,"; ; 0.27863512 % of all edit distance cells or 65 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
6,6,6,2,4,3,0.333333333333333,0.666666666666667,0.472222222222222,0.333333333333333,0.634259259259259,0.680555555555556,"; ; 0.27863512 % of all edit distance cells or 65 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
6,6,6,2,4,4,0.333333333333333,0.666666666666667,0.472222222222222,0.333333333333333,0.634259259259259,0.680555555555556,"; ; 0.27863512 % of all edit distance cells or 65 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
6,6,6,2,4,5,0.333333333333333,0.666666666666667,0.472222222222222,0.333333333333333,0.634259259259259,0.680555555555556,"; ; 0.27863512 % of all edit distance cells or 65 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
6,6,6,2,4,6,0.333333333333333,0.666666666666667,0.472222222222222,0.333333333333333,0.634259259259259,0.680555555555556,"; ; 0.27863512 % of all edit distance cells or 65 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
6,6,6,2,4,7,0.333333333333333,0.666666666666667,0.472222222222222,0.333333333333333,0.634259259259259,0.680555555555556,"; ; 0.27863512 % of all edit distance cells or 65 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
6,6,6,2,4,8,0.333333333333333,0.666666666666667,0.472222222222222,0.333333333333333,0.634259259259259,0.680555555555556,"; ; 0.27863512 % of all edit distance cells or 65 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
6,6,6,2,4,9,0.333333333333333,0.666666666666667,0.472222222222222,0.333333333333333,0.634259259259259,0.680555555555556,"; ; 0.27863512 % of all edit distance cells or 65 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
6,6,6,2,4,10,0.333333333333333,0.666666666666667,0.472222222222222,0.333333333333333,0.634259259259259,0.680555555555556,"; ; 0.27863512 % of all edit distance cells or 65 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
