"n_groups","n_individuals","n_calls_per_level","group_information","individual_information","iteration","group_information_proportion","individual_information_proportion","accuracy_SPCC_group","accuracy_edit_group","accuracy_mean_SPCC_individual","accuracy_mean_edit_individual","notes"
8,8,8,4,2,1,0.666666666666667,0.333333333333333,0.46875,0.578125,0.509765625,0.44140625,"; ; 0.37460327 % of all edit distance cells or 491 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,2,0.666666666666667,0.333333333333333,0.46875,0.515625,0.412109375,0.513671875,"; ; 0.2746582 % of all edit distance cells or 360 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,3,0.666666666666667,0.333333333333333,0.53125,0.640625,0.525390625,0.4921875,"; ; 0.32577515 % of all edit distance cells or 427 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,4,0.666666666666667,0.333333333333333,0.484375,0.5625,0.44921875,0.40234375,"; ; 0.29830933 % of all edit distance cells or 391 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,5,0.666666666666667,0.333333333333333,0.65625,0.5625,0.427734375,0.451171875,"; ; 0.32196045 % of all edit distance cells or 422 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,6,0.666666666666667,0.333333333333333,0.46875,0.515625,0.412109375,0.513671875,"; ; 0.2746582 % of all edit distance cells or 360 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,7,0.666666666666667,0.333333333333333,0.53125,0.640625,0.525390625,0.4921875,"; ; 0.32577515 % of all edit distance cells or 427 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,8,0.666666666666667,0.333333333333333,0.484375,0.5625,0.44921875,0.40234375,"; ; 0.29830933 % of all edit distance cells or 391 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,9,0.666666666666667,0.333333333333333,0.65625,0.5625,0.427734375,0.451171875,"; ; 0.32196045 % of all edit distance cells or 422 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,10,0.666666666666667,0.333333333333333,0.46875,0.515625,0.412109375,0.513671875,"; ; 0.2746582 % of all edit distance cells or 360 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,11,0.666666666666667,0.333333333333333,0.53125,0.640625,0.525390625,0.4921875,"; ; 0.32577515 % of all edit distance cells or 427 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,12,0.666666666666667,0.333333333333333,0.484375,0.5625,0.44921875,0.40234375,"; ; 0.29830933 % of all edit distance cells or 391 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,13,0.666666666666667,0.333333333333333,0.65625,0.5625,0.427734375,0.451171875,"; ; 0.32196045 % of all edit distance cells or 422 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,14,0.666666666666667,0.333333333333333,0.46875,0.515625,0.412109375,0.513671875,"; ; 0.2746582 % of all edit distance cells or 360 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,15,0.666666666666667,0.333333333333333,0.53125,0.640625,0.525390625,0.4921875,"; ; 0.32577515 % of all edit distance cells or 427 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,16,0.666666666666667,0.333333333333333,0.484375,0.5625,0.44921875,0.40234375,"; ; 0.29830933 % of all edit distance cells or 391 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,17,0.666666666666667,0.333333333333333,0.65625,0.5625,0.427734375,0.451171875,"; ; 0.32196045 % of all edit distance cells or 422 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,18,0.666666666666667,0.333333333333333,0.46875,0.515625,0.412109375,0.513671875,"; ; 0.2746582 % of all edit distance cells or 360 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,19,0.666666666666667,0.333333333333333,0.53125,0.640625,0.525390625,0.4921875,"; ; 0.32577515 % of all edit distance cells or 427 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,20,0.666666666666667,0.333333333333333,0.484375,0.5625,0.44921875,0.40234375,"; ; 0.29830933 % of all edit distance cells or 391 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,21,0.666666666666667,0.333333333333333,0.65625,0.5625,0.427734375,0.451171875,"; ; 0.32196045 % of all edit distance cells or 422 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,22,0.666666666666667,0.333333333333333,0.46875,0.515625,0.412109375,0.513671875,"; ; 0.2746582 % of all edit distance cells or 360 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,23,0.666666666666667,0.333333333333333,0.53125,0.640625,0.525390625,0.4921875,"; ; 0.32577515 % of all edit distance cells or 427 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,24,0.666666666666667,0.333333333333333,0.484375,0.5625,0.44921875,0.40234375,"; ; 0.29830933 % of all edit distance cells or 391 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,25,0.666666666666667,0.333333333333333,0.65625,0.5625,0.427734375,0.451171875,"; ; 0.32196045 % of all edit distance cells or 422 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,26,0.666666666666667,0.333333333333333,0.46875,0.515625,0.412109375,0.513671875,"; ; 0.2746582 % of all edit distance cells or 360 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,27,0.666666666666667,0.333333333333333,0.53125,0.640625,0.525390625,0.4921875,"; ; 0.32577515 % of all edit distance cells or 427 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,28,0.666666666666667,0.333333333333333,0.484375,0.5625,0.44921875,0.40234375,"; ; 0.29830933 % of all edit distance cells or 391 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,29,0.666666666666667,0.333333333333333,0.65625,0.5625,0.427734375,0.451171875,"; ; 0.32196045 % of all edit distance cells or 422 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,30,0.666666666666667,0.333333333333333,0.46875,0.515625,0.412109375,0.513671875,"; ; 0.2746582 % of all edit distance cells or 360 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,31,0.666666666666667,0.333333333333333,0.53125,0.640625,0.525390625,0.4921875,"; ; 0.32577515 % of all edit distance cells or 427 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,32,0.666666666666667,0.333333333333333,0.484375,0.5625,0.44921875,0.40234375,"; ; 0.29830933 % of all edit distance cells or 391 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,33,0.666666666666667,0.333333333333333,0.65625,0.5625,0.427734375,0.451171875,"; ; 0.32196045 % of all edit distance cells or 422 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,34,0.666666666666667,0.333333333333333,0.46875,0.515625,0.412109375,0.513671875,"; ; 0.2746582 % of all edit distance cells or 360 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,35,0.666666666666667,0.333333333333333,0.53125,0.640625,0.525390625,0.4921875,"; ; 0.32577515 % of all edit distance cells or 427 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,36,0.666666666666667,0.333333333333333,0.484375,0.5625,0.44921875,0.40234375,"; ; 0.29830933 % of all edit distance cells or 391 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,37,0.666666666666667,0.333333333333333,0.65625,0.5625,0.427734375,0.451171875,"; ; 0.32196045 % of all edit distance cells or 422 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,38,0.666666666666667,0.333333333333333,0.46875,0.515625,0.412109375,0.513671875,"; ; 0.2746582 % of all edit distance cells or 360 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,39,0.666666666666667,0.333333333333333,0.53125,0.640625,0.525390625,0.4921875,"; ; 0.32577515 % of all edit distance cells or 427 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,40,0.666666666666667,0.333333333333333,0.484375,0.5625,0.44921875,0.40234375,"; ; 0.29830933 % of all edit distance cells or 391 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,41,0.666666666666667,0.333333333333333,0.65625,0.5625,0.427734375,0.451171875,"; ; 0.32196045 % of all edit distance cells or 422 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,42,0.666666666666667,0.333333333333333,0.46875,0.515625,0.412109375,0.513671875,"; ; 0.2746582 % of all edit distance cells or 360 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,43,0.666666666666667,0.333333333333333,0.53125,0.640625,0.525390625,0.4921875,"; ; 0.32577515 % of all edit distance cells or 427 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,44,0.666666666666667,0.333333333333333,0.484375,0.5625,0.44921875,0.40234375,"; ; 0.29830933 % of all edit distance cells or 391 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,45,0.666666666666667,0.333333333333333,0.65625,0.5625,0.427734375,0.451171875,"; ; 0.32196045 % of all edit distance cells or 422 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,46,0.666666666666667,0.333333333333333,0.46875,0.515625,0.412109375,0.513671875,"; ; 0.2746582 % of all edit distance cells or 360 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,47,0.666666666666667,0.333333333333333,0.53125,0.640625,0.525390625,0.4921875,"; ; 0.32577515 % of all edit distance cells or 427 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,48,0.666666666666667,0.333333333333333,0.484375,0.5625,0.44921875,0.40234375,"; ; 0.29830933 % of all edit distance cells or 391 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,49,0.666666666666667,0.333333333333333,0.65625,0.5625,0.427734375,0.451171875,"; ; 0.32196045 % of all edit distance cells or 422 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,50,0.666666666666667,0.333333333333333,0.46875,0.515625,0.412109375,0.513671875,"; ; 0.2746582 % of all edit distance cells or 360 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,51,0.666666666666667,0.333333333333333,0.53125,0.640625,0.525390625,0.4921875,"; ; 0.32577515 % of all edit distance cells or 427 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,52,0.666666666666667,0.333333333333333,0.484375,0.5625,0.44921875,0.40234375,"; ; 0.29830933 % of all edit distance cells or 391 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,53,0.666666666666667,0.333333333333333,0.65625,0.5625,0.427734375,0.451171875,"; ; 0.32196045 % of all edit distance cells or 422 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,54,0.666666666666667,0.333333333333333,0.46875,0.515625,0.412109375,0.513671875,"; ; 0.2746582 % of all edit distance cells or 360 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,55,0.666666666666667,0.333333333333333,0.53125,0.640625,0.525390625,0.4921875,"; ; 0.32577515 % of all edit distance cells or 427 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,56,0.666666666666667,0.333333333333333,0.484375,0.5625,0.44921875,0.40234375,"; ; 0.29830933 % of all edit distance cells or 391 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,57,0.666666666666667,0.333333333333333,0.65625,0.5625,0.427734375,0.451171875,"; ; 0.32196045 % of all edit distance cells or 422 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,58,0.666666666666667,0.333333333333333,0.46875,0.515625,0.412109375,0.513671875,"; ; 0.2746582 % of all edit distance cells or 360 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,59,0.666666666666667,0.333333333333333,0.53125,0.640625,0.525390625,0.4921875,"; ; 0.32577515 % of all edit distance cells or 427 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,60,0.666666666666667,0.333333333333333,0.484375,0.5625,0.44921875,0.40234375,"; ; 0.29830933 % of all edit distance cells or 391 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,61,0.666666666666667,0.333333333333333,0.65625,0.5625,0.427734375,0.451171875,"; ; 0.32196045 % of all edit distance cells or 422 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,62,0.666666666666667,0.333333333333333,0.46875,0.515625,0.412109375,0.513671875,"; ; 0.2746582 % of all edit distance cells or 360 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,63,0.666666666666667,0.333333333333333,0.53125,0.640625,0.525390625,0.4921875,"; ; 0.32577515 % of all edit distance cells or 427 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,64,0.666666666666667,0.333333333333333,0.484375,0.5625,0.44921875,0.40234375,"; ; 0.29830933 % of all edit distance cells or 391 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,65,0.666666666666667,0.333333333333333,0.65625,0.5625,0.427734375,0.451171875,"; ; 0.32196045 % of all edit distance cells or 422 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,66,0.666666666666667,0.333333333333333,0.46875,0.515625,0.412109375,0.513671875,"; ; 0.2746582 % of all edit distance cells or 360 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,67,0.666666666666667,0.333333333333333,0.53125,0.640625,0.525390625,0.4921875,"; ; 0.32577515 % of all edit distance cells or 427 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,68,0.666666666666667,0.333333333333333,0.484375,0.5625,0.44921875,0.40234375,"; ; 0.29830933 % of all edit distance cells or 391 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,69,0.666666666666667,0.333333333333333,0.65625,0.5625,0.427734375,0.451171875,"; ; 0.32196045 % of all edit distance cells or 422 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,70,0.666666666666667,0.333333333333333,0.46875,0.515625,0.412109375,0.513671875,"; ; 0.2746582 % of all edit distance cells or 360 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,71,0.666666666666667,0.333333333333333,0.53125,0.640625,0.525390625,0.4921875,"; ; 0.32577515 % of all edit distance cells or 427 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,72,0.666666666666667,0.333333333333333,0.484375,0.5625,0.44921875,0.40234375,"; ; 0.29830933 % of all edit distance cells or 391 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,73,0.666666666666667,0.333333333333333,0.65625,0.5625,0.427734375,0.451171875,"; ; 0.32196045 % of all edit distance cells or 422 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,74,0.666666666666667,0.333333333333333,0.46875,0.515625,0.412109375,0.513671875,"; ; 0.2746582 % of all edit distance cells or 360 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
8,8,8,4,2,75,0.666666666666667,0.333333333333333,0.53125,0.640625,0.525390625,0.4921875,"; ; 0.32577515 % of all edit distance cells or 427 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
